Field,DS_Category,Final_Price
ard_revenues,Fundamentals,2.275
ard_total_operating_expenses,Fundamentals,2.275
ard_cost_of_goods_sold,Fundamentals,2.275
ard_pref_dvd_of_subsidiaries,Fundamentals,2.275
ard_amort_exp,Fundamentals,2.275
ard_r&d_expenditures,Fundamentals,2.275
ard_sales_mkt_advertising_exp,Fundamentals,2.275
ard_salaries_wage_employee_ben,Fundamentals,2.275
ard_depreciation_exp,Fundamentals,2.275
ard_selling_general_admin_exp,Fundamentals,2.275
ard_prov_for_doubtful_accts,Fundamentals,2.275
ard_depreciation_amortization,Fundamentals,2.275
ard_other_operating_expenses,Fundamentals,2.275
ard_int_exp,Fundamentals,2.275
ard_foreign_exchange,Fundamentals,2.275
ard_acquired_in_process_r&d,Fundamentals,2.275
ard_gl_on_sale_of_assets,Fundamentals,2.275
ard_tot_noncurrent_liabilities,Fundamentals,2.275
ard_writedown_impair_of_assets,Fundamentals,2.275
ard_restructuring_charges,Fundamentals,2.275
ard_other_one_time_charges,Fundamentals,2.275
ard_eqy_in_earn_affiliate_jv,Fundamentals,2.275
ard_int_income,Fundamentals,2.275
ard_total_capitalization,Fundamentals,2.275
ard_interest_income_net,Fundamentals,2.275
ard_int_exp_net,Fundamentals,2.275
ard_other_non_operating_inc,Fundamentals,2.275
ard_other_non_operating_exp,Fundamentals,2.275
ard_income_tax_exp_benefit,Fundamentals,2.275
ard_gl_early_ext_of_debt_net,Fundamentals,2.275
ard_cum_effect_of_acct_chg_net,Fundamentals,2.275
ard_disc_ops_loss_ben_net,Fundamentals,2.275
ard_other_xo_items_net,Fundamentals,2.275
ard_other_assets_other,Fundamentals,2.275
ard_tax_effect_on_xo_items,Fundamentals,2.275
ard_minority_noncontrol_interest,Fundamentals,2.275
ard_net_inc,Fundamentals,2.275
ard_unrealized_gl_on_secs,Fundamentals,2.275
ard_chg_fair_val_of_derivatives,Fundamentals,2.275
ard_reclass_adjustments,Fundamentals,2.275
ard_inc_tax_relate_to_comp_inc,Fundamentals,2.275
ard_other_comprehensive_income,Fundamentals,2.275
ard_cash_and_equivalents,Fundamentals,2.275
ard_marketable_securities,Fundamentals,2.275
ard_accts_receivable_trade,Fundamentals,2.275
ard_inventory,Fundamentals,2.275
ard_prepaid_expenses_st,Fundamentals,2.275
ard_prepaid_exp_and_other,Fundamentals,2.275
ard_restricted_cash_st,Fundamentals,2.275
ard_deferred_inc_tax_asset_st,Fundamentals,2.275
ard_assets_held_for_sale,Fundamentals,2.275
ard_other_current_assets,Fundamentals,2.275
ard_non_cur_mkt_sec,Fundamentals,2.275
ard_lt_invest,Fundamentals,2.275
ard_notes_receivable_lt,Fundamentals,2.275
ard_notes_rec_aff_nontrade_lt,Fundamentals,2.275
ard_land_bs,Fundamentals,2.275
ard_building,Fundamentals,2.275
ard_land_and_buildings,Fundamentals,2.275
ard_leasehold_improvements,Fundamentals,2.275
ard_construction_in_progress,Fundamentals,2.275
ard_furniture_machinery_equip,Fundamentals,2.275
ard_property_plant_equip_gross,Fundamentals,2.275
ard_accumulated_deprec,Fundamentals,2.275
ard_property_plant_equip_net,Fundamentals,2.275
ard_deferred_inc_tax_asset_lt,Fundamentals,2.275
ard_total_intangible_asset_net,Fundamentals,2.275
ard_other_intangible_asset,Fundamentals,2.275
ard_investment_in_affiliate_jv,Fundamentals,2.275
ard_prepaid_pen_postretire_ben,Fundamentals,2.275
ard_goodwll,Fundamentals,2.275
ard_patents_trademrk_copyright,Fundamentals,2.275
ard_restricted_cash_invest_lt,Fundamentals,2.275
ard_other_noncurrent_asset,Fundamentals,2.275
ard_accounts_payable_trade,Fundamentals,2.275
ard_acct_payable_accrued_exp,Fundamentals,2.275
ard_current_portion_of_lt_debt,Fundamentals,2.275
ard_notes_payable_st,Fundamentals,2.275
ard_st_cap_lease_obligations,Fundamentals,2.275
ard_lines_of_credit,Fundamentals,2.275
ard_bank_overdrafts,Fundamentals,2.275
ard_st_borrow,Fundamentals,2.275
ard_acc_comp_postretire_oblig,Fundamentals,2.275
ard_accrued_expenses,Fundamentals,2.275
ard_accrued_exp_and_other,Fundamentals,2.275
ard_deferred_unearned_rev_st,Fundamentals,2.275
ard_interest_accrued_payable,Fundamentals,2.275
ard_dvd_accrued_payable,Fundamentals,2.275
ard_other_current_liabilities,Fundamentals,2.275
ard_notes_payable_lt,Fundamentals,2.275
ard_lt_cap_lease_obligations,Fundamentals,2.275
ard_convertible_debt_lt,Fundamentals,2.275
ard_lt_debt,Fundamentals,2.275
ard_mandatory_redeem_pfd_lt,Fundamentals,2.275
ard_deferred_income_taxes_liab,Fundamentals,2.275
ard_deferred_compensation,Fundamentals,2.275
ard_deferred_unearned_rev_lt,Fundamentals,2.275
ard_pension_postretiremnt_liab,Fundamentals,2.275
ard_oth_noncurrent_liabilities,Fundamentals,2.275
ard_preferred_stock,Fundamentals,2.275
ard_min_noncontrol_int_se,Fundamentals,2.275
ard_common_stock,Fundamentals,2.275
ard_additional_paid_in_capital,Fundamentals,2.275
ard_treasury_stock_amount,Fundamentals,2.275
ard_deferred_comp_stkhldrs_eqy,Fundamentals,2.275
ard_acc_oth_comprehensive_inc,Fundamentals,2.275
ard_retained_earn_acc_deficit,Fundamentals,2.275
ard_other_equity,Fundamentals,2.275
ard_shares_outstanding,Fundamentals,2.275
ard_par_value,Fundamentals,2.275
ard_treasury_shares_num,Fundamentals,2.275
ard_net_income_cf,Fundamentals,2.275
ard_depreciation_cf,Fundamentals,2.275
ard_amortization_cf,Fundamentals,2.275
ard_depreciation_and_amort_cf,Fundamentals,2.275
ard_deferred_income_taxes_cf,Fundamentals,2.275
ard_provision_doubtful_acct_cf,Fundamentals,2.275
ard_minority_interest_cf,Fundamentals,2.275
ard_bad_debt_expense,Fundamentals,2.275
ard_restructuring_charges_cf,Fundamentals,2.275
ard_write_downs,Fundamentals,2.275
ard_disposal_sale_of_assets,Fundamentals,2.275
ard_prov_for_inv_obsolescence,Fundamentals,2.275
ard_stock_based_compensation,Fundamentals,2.275
ard_chng_in_accounting_principal,Fundamentals,2.275
ard_discontinued_ops_operating,Fundamentals,2.275
ard_other_non_cash_items,Fundamentals,2.275
ard_change_in_inventories,Fundamentals,2.275
ard_change_in_accounts_payable,Fundamentals,2.275
ard_chg_in_accounts_receivable,Fundamentals,2.275
ard_change_in_prepaid_exp,Fundamentals,2.275
ard_change_in_accrued_exp,Fundamentals,2.275
ard_chg_in_def_unearn_revenue_st,Fundamentals,2.275
ard_chg_in_acct_pay_acc_exp,Fundamentals,2.275
ard_chg_in_inc_tax_payable_rec,Fundamentals,2.275
ard_change_in_other_cur_assets,Fundamentals,2.275
ard_chg_in_other_current_liab,Fundamentals,2.275
ard_disposal_of_fixed_assets,Fundamentals,2.275
ard_capital_expenditures,Fundamentals,2.275
ard_proceeds_from_lt_invest,Fundamentals,2.275
ard_sales_purch_lt_invest_net,Fundamentals,2.275
ard_purchases_of_lt_invest,Fundamentals,2.275
ard_proceeds_from_st_invest,Fundamentals,2.275
ard_purchases_of_st_invest,Fundamentals,2.275
ard_sales_purch_st_invest_net,Fundamentals,2.275
ard_proceeds_from_investments,Fundamentals,2.275
ard_purchases_of_investments,Fundamentals,2.275
ard_acquisition_of_business,Fundamentals,2.275
ard_other_investing_activities,Fundamentals,2.275
ard_dividend_pd,Fundamentals,2.275
ard_incr_in_st_borrow,Fundamentals,2.275
ard_decr_in_st_borrow,Fundamentals,2.275
ard_incr_decr_st_borrow_net,Fundamentals,2.275
ard_incr_in_lt_borrow,Fundamentals,2.275
ard_decr_in_lt_borrow,Fundamentals,2.275
ard_incr_decr_lt_borrow_net,Fundamentals,2.275
ard_issuance_of_common_stock,Fundamentals,2.275
ard_repurchase_of_common_stock,Fundamentals,2.275
ard_eff_of_exch_rates_on_cash,Fundamentals,2.275
ard_debt_fin_issuance_costs,Fundamentals,2.275
ard_other_financing_activities,Fundamentals,2.275
ard_general_administrative_exp,Fundamentals,2.275
ard_raw_material,Fundamentals,2.275
ard_work_in_progress,Fundamentals,2.275
ard_finished_good,Fundamentals,2.275
ard_capitalized_interest,Fundamentals,2.275
ard_def_income_tax_liab_st,Fundamentals,2.275
ard_eqy_in_earn_of_aff_jv_cf,Fundamentals,2.275
ard_income_tax_accrued_payable,Fundamentals,2.275
ard_other_rev,Fundamentals,2.275
ard_common_stock_and_apic,Fundamentals,2.275
ard_shares_issued,Fundamentals,2.275
ard_divestiture_of_business,Fundamentals,2.275
ard_net_chg_in_working_capital,Fundamentals,2.275
ard_impairments,Fundamentals,2.275
ard_acquired_in_process_rd_cf,Fundamentals,2.275
ard_cash_paid_for_taxes,Fundamentals,2.275
ard_investment_income,Fundamentals,2.275
ard_other_operating_inc,Fundamentals,2.275
ard_other_gross_fixed_assets,Fundamentals,2.275
ard_pension_postretirement_ben,Fundamentals,2.275
ard_amort_of_bond_discounts,Fundamentals,2.275
ard_liab_assets_held_sale_lt,Fundamentals,2.275
ard_taxes_other_than_income,Fundamentals,2.275
ard_supplies_and_materials,Fundamentals,2.275
ard_fuel_exp,Fundamentals,2.275
ard_landing_other_fees,Fundamentals,2.275
ard_maintenance_repair,Fundamentals,2.275
ard_aircraft_rentals_spec_ind,Fundamentals,2.275
ard_funds_from_operations,Fundamentals,2.275
ard_production_exp,Fundamentals,2.275
ard_purchased_trans,Fundamentals,2.275
ard_taxes_licenses_and_fees,Fundamentals,2.275
ard_insurance_exp_transport,Fundamentals,2.275
ard_total_cash_common_dvd,Fundamentals,2.275
ard_tax_ben_from_exer_stk_opt,Fundamentals,2.275
ard_chg_in_acc_comp_pay_exp,Fundamentals,2.275
ard_supplies_material_exp,Fundamentals,2.275
ard_mortgage_loans,Fundamentals,2.275
ard_other_adjustments_other,Fundamentals,2.275
ard_other_inventory,Fundamentals,2.275
ard_dvd_per_sh,Fundamentals,2.275
ard_basic_eps_bef_xo_items,Fundamentals,2.275
ard_basic_eps,Fundamentals,2.275
ard_weighted_avg_shares_basic,Fundamentals,2.275
ard_diluted_eps_bef_xo_items,Fundamentals,2.275
ard_diluted_eps,Fundamentals,2.275
ard_weighted_avg_share_diluted,Fundamentals,2.275
ard_pension_exp_income,Fundamentals,2.275
ard_finance_subsidiary_int_exp,Fundamentals,2.275
ard_cash_paid_for_interest,Fundamentals,2.275
ard_export_sales,Fundamentals,2.275
ard_deferred_tax_liab_lt,Fundamentals,2.275
ard_deferred_tax_assets_lt,Fundamentals,2.275
ard_revenue_passengers_carried,FundamentalsIndustrySpecific,1.742
ard_revenue_passenger_miles_km,FundamentalsIndustrySpecific,1.742
ard_available_seat_miles_km,FundamentalsIndustrySpecific,1.742
ard_yld_per_passenger_mile_km,FundamentalsIndustrySpecific,1.742
ard_operating_exp_per_asm_ask,FundamentalsIndustrySpecific,1.742
ard_oper_exp_net_per_asm_ask,FundamentalsIndustrySpecific,1.742
ard_load_factor,FundamentalsIndustrySpecific,1.742
ard_avg_num_of_employees,FundamentalsIndustrySpecific,1.742
ard_rev_per_employee,FundamentalsIndustrySpecific,1.742
ard_avg_aircraft_utilization,FundamentalsIndustrySpecific,1.742
ard_avg_aircraft_flight_length,FundamentalsIndustrySpecific,1.742
ard_fuel_prc_per_gallon_litre,FundamentalsIndustrySpecific,1.742
ard_fuel_gallons_litres,FundamentalsIndustrySpecific,1.742
ard_actual_size_of_fleet,FundamentalsIndustrySpecific,1.742
ard_types_of_aircraft_in_fleet,FundamentalsIndustrySpecific,1.742
ard_avg_age_aircraft_in_fleet,FundamentalsIndustrySpecific,1.742
ard_cargo_ton_miles_km,FundamentalsIndustrySpecific,1.742
ard_cargo_ton_miles_km_yield,FundamentalsIndustrySpecific,1.742
ard_available_ton_miles_km,FundamentalsIndustrySpecific,1.742
ard_break_even_load_factor,FundamentalsIndustrySpecific,1.742
ard_avg_size_of_fleet,FundamentalsIndustrySpecific,1.742
ard_fuel_pct_of_oper_exp,FundamentalsIndustrySpecific,1.742
ard_mail_ton_miles_km,FundamentalsIndustrySpecific,1.742
ard_ebitdar,FundamentalsIndustrySpecific,1.742
ard_num_of_flight_hours,FundamentalsIndustrySpecific,1.742
ard_revenue_per_asm,FundamentalsIndustrySpecific,1.742
ard_avg_passenger_fare,FundamentalsIndustrySpecific,1.742
ard_wages_salaries_and_benefit,FundamentalsIndustrySpecific,1.742
ard_aircraft_fuel,FundamentalsIndustrySpecific,1.742
ard_maint_materials_and_repair,FundamentalsIndustrySpecific,1.742
ard_commissions_to_agents,FundamentalsIndustrySpecific,1.742
ard_oth_rentals_landing_fees,FundamentalsIndustrySpecific,1.742
ard_aircraft_rentals,FundamentalsIndustrySpecific,1.742
ard_cargo_and_freight_revenue,FundamentalsIndustrySpecific,1.742
ard_num_of_locations_beg_hotel,FundamentalsIndustrySpecific,1.742
ard_num_loc_opened_acq_hotels,FundamentalsIndustrySpecific,1.742
ard_num_of_loc_closed_sold_hotel,FundamentalsIndustrySpecific,1.742
ard_num_of_locations_end_hotel,FundamentalsIndustrySpecific,1.742
ard_num_of_rooms,FundamentalsIndustrySpecific,1.742
ard_company_owned_locations,FundamentalsIndustrySpecific,1.742
ard_leased_locations,FundamentalsIndustrySpecific,1.742
ard_num_of_trade_names_hotels,FundamentalsIndustrySpecific,1.742
ard_room_nights,FundamentalsIndustrySpecific,1.742
ard_avg_occupancy,FundamentalsIndustrySpecific,1.742
ard_avg_daily_rate,FundamentalsIndustrySpecific,1.742
ard_revenue_per_avail_room,FundamentalsIndustrySpecific,1.742
ard_occupancy_rate,Fundamentals,2.275
ard_num_of_hospitals,FundamentalsIndustrySpecific,1.742
ard_num_licensed_beds_medical,FundamentalsIndustrySpecific,1.742
ard_num_of_beds_in_service,FundamentalsIndustrySpecific,1.742
ard_admissions,FundamentalsIndustrySpecific,1.742
ard_patient_days,FundamentalsIndustrySpecific,1.742
ard_avg_length_of_stay,FundamentalsIndustrySpecific,1.742
ard_occupancy_rt_med_hospitals,FundamentalsIndustrySpecific,1.742
ard_weighted_avg_licensed_beds,FundamentalsIndustrySpecific,1.742
ard_adjusted_admissions,FundamentalsIndustrySpecific,1.742
ard_avg_daily_census,FundamentalsIndustrySpecific,1.742
ard_total_beverage_vol_produce,FundamentalsIndustrySpecific,1.742
ard_excise_taxes_brew,FundamentalsIndustrySpecific,1.742
ard_num_of_location_beg_retail,FundamentalsIndustrySpecific,1.742
ard_num_loc_opened_acq_retail,FundamentalsIndustrySpecific,1.742
ard_num_of_loc_close_sold_retail,FundamentalsIndustrySpecific,1.742
ard_num_loc_remodel_expand_relo,FundamentalsIndustrySpecific,1.742
ard_num_of_location_end_retail,FundamentalsIndustrySpecific,1.742
ard_retail_space_company_owned,FundamentalsIndustrySpecific,1.742
ard_total_space_company_owned,FundamentalsIndustrySpecific,1.742
ard_revenue_per_space,FundamentalsIndustrySpecific,1.742
ard_avg_space_per_loc,FundamentalsIndustrySpecific,1.742
ard_same_store_sales,FundamentalsIndustrySpecific,1.742
ard_avg_sales_per_co_own_loc,FundamentalsIndustrySpecific,1.742
ard_comp_owned_operated_location,FundamentalsIndustrySpecific,1.742
ard_franchise_locations,FundamentalsIndustrySpecific,1.742
ard_num_of_store_names,FundamentalsIndustrySpecific,1.742
ard_num_of_selling_communities,FundamentalsIndustrySpecific,1.742
ard_num_of_home_closed_delivered,FundamentalsIndustrySpecific,1.742
ard_val_of_home_closed_delivered,FundamentalsIndustrySpecific,1.742
ard_num_of_homes_contracted,FundamentalsIndustrySpecific,1.742
ard_value_of_homes_contracted,FundamentalsIndustrySpecific,1.742
ard_num_of_homes_in_backlog,FundamentalsIndustrySpecific,1.742
ard_value_of_homes_in_backlog,FundamentalsIndustrySpecific,1.742
ard_avg_selling_price,FundamentalsIndustrySpecific,1.742
ard_num_of_lots_controlled,FundamentalsIndustrySpecific,1.742
ard_interest_incurred,FundamentalsIndustrySpecific,1.742
ard_int_expensed,FundamentalsIndustrySpecific,1.742
ard_int_accumulated_capitalize,FundamentalsIndustrySpecific,1.742
ard_arpu_avg_rev_per_subscribe,FundamentalsIndustrySpecific,1.742
ard_churn_rate_telecom,FundamentalsIndustrySpecific,1.742
ard_license_revenues,FundamentalsIndustrySpecific,1.742
ard_maintenance_revenues,FundamentalsIndustrySpecific,1.742
ard_service_revenues_software,FundamentalsIndustrySpecific,1.742
ard_cost_of_license_revenue,FundamentalsIndustrySpecific,1.742
ard_cost_of_maintenance_rev,FundamentalsIndustrySpecific,1.742
ard_cost_of_professional_serv,FundamentalsIndustrySpecific,1.742
ard_deferred_rev,FundamentalsIndustrySpecific,1.742
ard_capitalized_software,FundamentalsIndustrySpecific,1.742
ard_homes_passed,FundamentalsIndustrySpecific,1.742
ard_avg_monthly_rev_per_cust,FundamentalsIndustrySpecific,1.742
ard_digital_custom,FundamentalsIndustrySpecific,1.742
ard_digital_penetration,FundamentalsIndustrySpecific,1.742
ard_internet_access_homes_pass,FundamentalsIndustrySpecific,1.742
ard_internet_subscr,FundamentalsIndustrySpecific,1.742
ard_internet_penet,FundamentalsIndustrySpecific,1.742
ard_churn_rate,FundamentalsIndustrySpecific,1.742
ard_num_of_ships_in_service,FundamentalsIndustrySpecific,1.742
ard_passengers_carried_for_per,FundamentalsIndustrySpecific,1.742
ard_cruise_occupancy_pct_for_per,FundamentalsIndustrySpecific,1.742
ard_pass_cruise_day_pass_night,FundamentalsIndustrySpecific,1.742
ard_net_cruise_revenue_yield,FundamentalsIndustrySpecific,1.742
ard_profit_sale_tran_of_player,FundamentalsIndustrySpecific,1.742
ard_gate_receipts,FundamentalsIndustrySpecific,1.742
ard_television_income,FundamentalsIndustrySpecific,1.742
ard_merchandising_turnover,FundamentalsIndustrySpecific,1.742
ard_costs_in_excess_of_billing,Fundamentals,2.275
ard_amortization_of_intangible,Fundamentals,2.275
ard_oth_amort_noncash_exp_gains,Fundamentals,2.275
ard_amort_of_deferred_comp,Fundamentals,2.275
ard_stk_based_compensation_exp,Fundamentals,2.275
ard_allow_for_doubtful_accts,Fundamentals,2.275
ard_amortization_exp_non_oper,Fundamentals,2.275
ard_basic_and_diluted_eps,Fundamentals,2.275
ard_total_comprehensive_income,Fundamentals,2.275
ard_unbilled_revenue,Fundamentals,2.275
ard_acct_rec_aff_nontrade,Fundamentals,2.275
ard_capitalized_software_net,Fundamentals,2.275
ard_due_to_parties_affiliates,Fundamentals,2.275
ard_assets_from_disc_ops_st,Fundamentals,2.275
ard_assets_from_disc_ops_lt,Fundamentals,2.275
ard_liab_from_disc_ops_st,Fundamentals,2.275
ard_liab_from_disc_ops_lt,Fundamentals,2.275
ard_esop_shares_amount,Fundamentals,2.275
ard_total_shareholders_equity,Fundamentals,2.275
ard_wtd_avg_shs_basic_diluted,Fundamentals,2.275
ard_change_in_other_assets,Fundamentals,2.275
ard_chg_in_other_liabilites,Fundamentals,2.275
ard_tot_cash_flows_from_ops,Fundamentals,2.275
ard_exercise_of_stock_options,Fundamentals,2.275
ard_total_capital_leases,Fundamentals,2.275
ard_litigation_exp,Fundamentals,2.275
ard_merger_acquisition_expense,Fundamentals,2.275
ard_capitalized_software_gross,Fundamentals,2.275
ard_tot_cashflows_from_investing,Fundamentals,2.275
ard_tot_cashflows_from_financing,Fundamentals,2.275
ard_federal_credit_bab,Fundamentals,2.275
ard_decr_incr_in_restrict_cash,Fundamentals,2.275
ard_interest_rate_contracts,Fundamentals,2.275
ard_intrest_capitalized,Fundamentals,2.275
ard_tenant_improvements,Fundamentals,2.275
ard_mortgages_note_payable_net,Fundamentals,2.275
ard_rent_rec_in_adv_sec_dep,Fundamentals,2.275
ard_ground_rent,Fundamentals,2.275
ard_due_from_affiliates,Fundamentals,2.275
ard_early_extinguish_of_debt,Fundamentals,2.275
ard_incr_decr_restricted_cash,Fundamentals,2.275
ard_liab_rel_to_asset_for_sale,Fundamentals,2.275
ard_decr_incr_in_other_invest,Fundamentals,2.275
ard_dec_inc_in_notes,Fundamentals,2.275
ard_incr_in_mortgages_invest,Fundamentals,2.275
ard_decr_in_mortgages_invest,Fundamentals,2.275
ard_interest_income_loans,Fundamentals,2.275
ard_interest_income_fed_funds,Fundamentals,2.275
ard_int_inc_resale_agreements,Fundamentals,2.275
ard_interest_income_other,Fundamentals,2.275
ard_int_inc_deposit_with_banks,Fundamentals,2.275
ard_gl_on_sale_of_loans,Fundamentals,2.275
ard_trading_gains_losses,Fundamentals,2.275
ard_foreign_exch_gl,Fundamentals,2.275
ard_other_gains_losses,Fundamentals,2.275
ard_gl_on_derivatives,Fundamentals,2.275
ard_interest_income_investment,Fundamentals,2.275
ard_int_inc_trading_assets,Fundamentals,2.275
ard_int_income_other_invest,Fundamentals,2.275
ard_int_inc_loan_held_for_sale,Fundamentals,2.275
ard_dividend_income,Fundamentals,2.275
ard_service_charges,Fundamentals,2.275
ard_commission_and_fees,Fundamentals,2.275
ard_other_commissions_and_fees,Fundamentals,2.275
ard_other_re_owned,Fundamentals,2.275
ard_rental_inc,Fundamentals,2.275
ard_interest_exp_deposits,Fundamentals,2.275
ard_interest_exp_borrow,Fundamentals,2.275
ard_interest_exp_trading_liab,Fundamentals,2.275
ard_interest_expense_other,Fundamentals,2.275
ard_commissions_and_fees_paid,Fundamentals,2.275
ard_salaries_employee_benefits,Fundamentals,2.275
ard_occupancy_expense,Fundamentals,2.275
ard_data_processing,Fundamentals,2.275
ard_professional_fees,Fundamentals,2.275
ard_loss_gain_on_sale_of_branch,Fundamentals,2.275
ard_debt_prepayment_gl,Fundamentals,2.275
ard_total_risk_based_capital,FundamentalsIndustrySpecific,1.742
ard_xo_items_net_of_tax,Fundamentals,2.275
ard_distribution_payable,Fundamentals,2.275
ard_trading_account_assets,Fundamentals,2.275
ard_invest_sec_avail_for_sale,Fundamentals,2.275
ard_loans_available_for_sale,Fundamentals,2.275
ard_other_invest_held_for_sale,Fundamentals,2.275
ard_commercial_loans,Fundamentals,2.275
ard_commercial_re_loans,Fundamentals,2.275
ard_construction_loans,Fundamentals,2.275
ard_multi_family_loans,Fundamentals,2.275
ard_agricultural_loans,Fundamentals,2.275
ard_other_commercial_loans,Fundamentals,2.275
ard_other_adjust_to_loans_comm,Fundamentals,2.275
ard_consumer_loans,Fundamentals,2.275
ard_credit_card_loans,Fundamentals,2.275
ard_installment_loans,Fundamentals,2.275
ard_home_equity_loans,Fundamentals,2.275
ard_one_to_four_fam_res_re_loan,Fundamentals,2.275
ard_other_consumer_loans,Fundamentals,2.275
ard_unearned_inc,Fundamentals,2.275
ard_oth_adjust_to_loans_cons,Fundamentals,2.275
ard_foreign_loans,Fundamentals,2.275
ard_lease_financing_loans,Fundamentals,2.275
ard_foreign_deposits,Fundamentals,2.275
ard_other_loan,Fundamentals,2.275
ard_reserve_for_loan_losses,Fundamentals,2.275
ard_fed_funds_sold,Fundamentals,2.275
ard_sec_purc_under_agr_to_resell,Fundamentals,2.275
ard_int_bearing_deposits_at_bank,Fundamentals,2.275
ard_other_interbank_assets,Fundamentals,2.275
ard_inv_sec_held_to_maturity,Fundamentals,2.275
ard_investment_in_fhlb_stock,Fundamentals,2.275
ard_other_lt_investments,Fundamentals,2.275
ard_core_deposit_intangible,Fundamentals,2.275
ard_accrued_int_receivable,Fundamentals,2.275
ard_other_re_assets_owned,Fundamentals,2.275
ard_derivative_asset_st,Fundamentals,2.275
ard_customer_acceptances_liab,Fundamentals,2.275
ard_demand_deposits,Fundamentals,2.275
ard_now_accounts,Fundamentals,2.275
ard_savings_deposits,Fundamentals,2.275
ard_interest_bearing_demand,Fundamentals,2.275
ard_money_market_deposits,Fundamentals,2.275
ard_other_savings_deposits,Fundamentals,2.275
ard_time_deposits_under_100000,Fundamentals,2.275
ard_time_deposits_over_100000,Fundamentals,2.275
ard_certificates_of_deposit,Fundamentals,2.275
ard_brokered_cds,Fundamentals,2.275
ard_other_time_deposits,Fundamentals,2.275
ard_adv_for_taxes_insur_escrow,Fundamentals,2.275
ard_other_deposit,Fundamentals,2.275
ard_fed_fund_purchased_liability,Fundamentals,2.275
ard_sec_sold_under_rep_agreement,Fundamentals,2.275
ard_commercial_paper_bs,Fundamentals,2.275
ard_other_st_borrow,Fundamentals,2.275
ard_accrued_interest_payable,Fundamentals,2.275
ard_derivative_liabilities,Fundamentals,2.275
ard_drafts_payable,Fundamentals,2.275
ard_recoveries,Fundamentals,2.275
ard_trust_preferred_securities,Fundamentals,2.275
ard_advances_from_fhlb,Fundamentals,2.275
ard_other_lt_debt,Fundamentals,2.275
ard_net_charge_offs,Fundamentals,2.275
ard_trading_assets_and_liab,Fundamentals,2.275
ard_pro_from_sale_of_loans_cf,Fundamentals,2.275
ard_acquis_of_loan_held_for_sale,Fundamentals,2.275
ard_chg_in_accrued_int_rec,Fundamentals,2.275
ard_chg_in_accrued_int_payable,Fundamentals,2.275
ard_net_change_in_loans,Fundamentals,2.275
ard_net_chg_in_loans_held_sale,Fundamentals,2.275
ard_interest_bearing_deposits,Fundamentals,2.275
ard_fed_funds_sold_cf,Fundamentals,2.275
ard_sec_pur_under_resale_agree,Fundamentals,2.275
ard_acquistion_incr_in_loans,Fundamentals,2.275
ard_fed_funds_purchased,Fundamentals,2.275
ard_sec_sold_und_repo_agree_cf,Fundamentals,2.275
ard_change_in_commercial_paper,Fundamentals,2.275
ard_other_st_borrowings_cf,Fundamentals,2.275
ard_increase_decrease_in_deposit,Fundamentals,2.275
ard_total_loans,Fundamentals,2.275
ard_net_loans,Fundamentals,2.275
ard_operating_leases_assets,Fundamentals,2.275
ard_total_deposits,Fundamentals,2.275
ard_non_accrual_loans,Fundamentals,2.275
ard_equipment_expense,Fundamentals,2.275
ard_total_int_bearing_deposits,Fundamentals,2.275
ard_total_interest_income,Fundamentals,2.275
ard_total_interest_expense_cons,Fundamentals,2.275
ard_net_interest_income,Fundamentals,2.275
ard_net_int_inc_aft_prov_loan,Fundamentals,2.275
ard_other_busn_operating_rev,Fundamentals,2.275
ard_income_before_income_taxes,Fundamentals,2.275
ard_lease_financing_loans_comm,Fundamentals,2.275
ard_lease_fin_loans_consumer,Fundamentals,2.275
ard_tot_assets,Fundamentals,2.275
ard_tot_liabilities,Fundamentals,2.275
ard_net_unrealized_gl_on_sec,Fundamentals,2.275
ard_net_unrealized_gl_on_der,Fundamentals,2.275
ard_net_change_in_cash,Fundamentals,2.275
ard_gross_profits,Fundamentals,2.275
ard_operating_income,Fundamentals,2.275
ard_income_before_xo_items,Fundamentals,2.275
ard_minumum_base_rental_income,Fundamentals,2.275
ard_percentage_rental_income,Fundamentals,2.275
ard_tenant_exp_reimbursements,Fundamentals,2.275
ard_parking_revenues,Fundamentals,2.275
ard_room_rental_income,Fundamentals,2.275
ard_other_rental_income,Fundamentals,2.275
ard_re_sales,Fundamentals,2.275
ard_mgmt_advisory_fees_earned,Fundamentals,2.275
ard_mortgage_income,Fundamentals,2.275
ard_interest_dividend_income,Fundamentals,2.275
ard_equity_in_earnings_of_jv,Fundamentals,2.275
ard_food_and_beverage_revenue,Fundamentals,2.275
ard_total_hotel_operations,Fundamentals,2.275
ard_other_hotel_revenue,Fundamentals,2.275
ard_addl_busn_operating_expn,Fundamentals,2.275
ard_maintenance_expense,Fundamentals,2.275
ard_re_tax_exp,Fundamentals,2.275
ard_management_advisory_exp,Fundamentals,2.275
ard_insurance_expense,Fundamentals,2.275
ard_property_operating_exp,Fundamentals,2.275
ard_oth_property_operating_exp,Fundamentals,2.275
ard_rooms_maintenance_exp,Fundamentals,2.275
ard_food_and_beverage_exp,Fundamentals,2.275
ard_cost_of_re_sales,Fundamentals,2.275
ard_amort_of_finance_costs,Fundamentals,2.275
ard_gl_unconsolidated_eqy_int,Fundamentals,2.275
ard_gl_on_sale_of_re,Fundamentals,2.275
ard_gl_on_sale_of_equity_int,Fundamentals,2.275
ard_impairment_of_re_assets,Fundamentals,2.275
